,english,french,translation
578,"The report mainly concerns the work timetables on the subject as anticipated by the national authorities of Canada, Japan and the USA.",Cette communication devrait être complétée en 2008 par une stratégie destinée à aborder les principales questions en suspens dans tous les domaines de la propriété intellectuelle.,"1.2.2.2. La Commission a répondu aux demandes de la France, du Royaume-Uni et des États-Unis en ce qui concerne la mise en place de systèmes d'information et de communication. 1.2.2.2. The Commission has responded to the requests of France"
579,"In May in its conclusions on the financial perspectives of the Office for Harmonisation in the Internal Market (Trade Marks and Designs), the Council stated that, since its establishment in 1996, the body had contributed substantially to improving the way the internal market functioned.",Il recommande donc que la Commission propose un plan d’action visant à inciter les États membres à remplir l’obligation leur incombant et qu’elle mette en particulier l’accent sur les passations illégales de marchés de gré à gré et sur les transpositions tardives ou incorrectes.,1.1.1.1.1.3.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.
580,"In January, in an opinion (151) on the award of public contracts in the European Union, the European Economic and Social Committee analysed the situation as it stands and proposed avenues to explore with a view to further improving the way this important aspect of the internal market functions.","services de courrier et de colis au Danemark, certains services du secteur postal en Finlande (à l’exclusion des Îles Åland), ainsi que la production et la vente d’électricité en Suède. Le 11 décembre, le Parlement européen et le Conseil ont signé une directive révisant les règles communautaires relatives aux procédures de recours en matière de passation de marchés publics (154).","2002, le Conseil économique et social de l'Union européenne a rendu un avis (151) sur les contrats publics dans l'Union européenne. L'avis a examiné la situation et a proposé des voies à explorer avec le but d'améliorer le fonctionnement de ce secteur important de l'Union. 2002, le Conseil économique et social de l'Union européenne a rendu un avis (151) sur les contrats publics dans l'Union européenne. L'avis a examiné la situation et a proposé des voies à explorer avec le but d"
581,It also welcomed the efforts of the European Investment Bank to boost innovation. On 12 July it adopted an opinion on investment in knowledge and innovation in line with the Lisbon strategy (159).,"La Commission a également publié, le 23 février, un document de travail intitulé «Guide des solutions innovantes dans la commande publique — Dix éléments de bonne pratique» (162) qui fait le point sur les possibilités de stimuler l’innovation par la commande publique.",1.1.4.3.2.1.2.1.2.2.1.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.
582,"The EIS was introduced under the Lisbon strategy to evaluate and compare the performance of the Member States, the USA and Japan. Two major strands emerge from the sixth EIS: first, the innovation gap between the European Union and the USA has narrowed for the fourth consecutive year, and second, national innovation performances are beginning to converge as the new Member States come closer to the Union’s average.","Promotion de l’entrepreneuriat et politique des petites et moyennes entreprises (PME) Dans un avis du 14 février (164) portant sur la communication de la Commission relative au financement de la croissance des PME (165), le Comité des régions a souligné le problème fondamental que pose le retrait des grandes banques des marchés locaux dans les zones rurales et à faible densité de population ou dans les zones économiquement peu développées.",1.000.000 de dollars canadiens (soit environ 1 million de dollars) 2.000.000 de dollars canadiens (soit environ 2 millions de dollars) 3.000.000 de dollars canadiens (soit environ 3 millions de dollars) 4.000.000 de dollars canadiens (soit environ 4 millions de dollars) 5.000.000 de dollars canadiens (soit environ 5 millions de dollars) 6.000.000 de dollars canadiens (soit environ 6 millions de dollars) 7.000.000 de dollars canadiens (soit environ 7 millions de dollars) 8.000.000 de dollars canadi
583,It felt that a change of regulation in this field could have an important impact on the availability of funding to SMEs.,"Elle note que les instruments financiers communautaires du programme-cadre pour la compétitivité et l’innovation (CIP) appuieront les PME qui œuvrent dans les secteurs traditionnels et celles qui investissent dans les technologies de l’information et de la communication et dans l’innovation, notamment l’éco-innovation.",4.4.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.
584,"The communication sets out various recommendations to increase the sector’s competitiveness. <T3>2.2.4. Research European research area: new perspectives In a Green Paper of 4 April ‘The European research area: new perspectives’ (189), the Commission raised a number of questions on how to deepen and widen the European research area so that it fully contributes to the renewed Lisbon agenda.","servant les objectifs d’intérêt public européen — en premier lieu, Galileo pour le positionnement, et surveillance mondiale de l’environnement et de la sécurité (GMES) pour l’observation de la Terre; de répondre aux besoins de sécurité et de défense de l’Europe; d’assurer la force et la compétitivité de l’industrie spatiale; de contribuer à la société fondée sur la connaissance en investissant fortement dans la science spatiale; de garantir un accès sans restriction à des technologies, systèmes et capacités de type nouveau et d’importance critique afin d’assurer des applications spatiales européennes indépendantes.","2.2.4. Recherche Recherche européenne : nouveaux perspectives Le 4 avril 2003, la Commission a publié un Green Paper intitulé « Recherche européenne : nouveaux perspectives » (189). Cet instrument vise à déboucher sur un document de réflexion qui devrait être publié au cours de l’été 2003. Il propose de s’attacher à la recherche et aux technologies à l’aide de l’éducation et de l’innovation. En outre, le Green Paper propose de s’attaquer à l’exclusion des femmes de la recherche et de l’innovation, ainsi qu’aux obstacles qui empêchent les femmes de s’engager dans la recherche et de s’y développer. 189 COM (2003) 111. ### English: The communication sets out various"
585,The seventh framework programme of the European Community came into force on 1 January 2007 and will end on 31 December 2013. It centres on four specific programmes which correspond to the four main objectives of European research policy:,"L’espace européen de la recherche, dont ont besoin la communauté scientifique, les entreprises et les citoyens, devrait avoir les caractéristiques suivantes: un flux approprié de chercheurs compétents; des infrastructures de recherche d’envergure mondiale; d’excellentes institutions de recherche; un véritable partage des connaissances; des programmes et des priorités de recherche bien coordonnés; une ouverture de l’espace européen de la recherche sur le monde.",1.1.1.1.3.1.1.1.1.1.2.2.3.2.1.1.1.2.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.
586,• ‘cooperation’: promoting cooperation between industry and universities to achieve greater leadership in key technological areas; • ‘ideas’: supporting basic research at the frontiers of science — programme implemented by the European Research Council (ERC);,"Mise en œuvre de l’espace européen de la recherche Le septième programme-cadre CE et le septième programme-cadre Euratom (ensemble: 7e PC), dotés d’un budget de 53,2 milliards d’euros, sont les instruments principaux de l’Union européenne en matière de financement de la recherche à l’échelon européen.",1.2.1.1.1.1.1.2.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.
587,"It also adopted rules for the submission of proposals and the evaluation, selection and award procedures for the indirect actions under the two framework programmes.","Il couvre des activités de recherche sur l’énergie de fusion et sur la fission nucléaire et la radioprotection, qui sont détaillées dans un programme spécifique.",1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.
588,• on 13 June for green air-transport technologies (‘Clean sky’) (192); • on 22 June for nanoelectronics (193);,"Pendant la première année du 7e PC, la Commission a adopté les programmes de travail pour la mise en œuvre de ces programmes spécifiques couvrant un budget d’environ 7 milliards d’euros pour 2007.",192) ; 22 juin pour les technologies nanotechnologies (193) ; 25 juin pour les technologies de transport par air vert (194) ; 10 juillet pour les technologies de transport par rail (195) ; 10 juillet pour les technologies de transport par mer (196) ; 10 juillet pour les technologies de transport par voie routière (197) ; 
589,"Against this background, on 2 February the Commission adopted a decision (195) defining the ERC’s structure, which comprises the Scientific Council, the ERC Secretary-General and the dedicated implementation structure.","• le 10 mai, en matière de médicaments innovants (190); • le 15 mai, pour la mise en œuvre d’une initiative technologique conjointe sur les systèmes informatiques intégrés (Artemis) (191);",195/2005 du 2 février 2005 (CE 2005 1007) - Rapport de la Commission au Parlement européen et au Conseil sur la création de la Commission européenne pour la recherche (CEUR) et l’établissement de son organe scientifique (CEUR) (CE 2005 1007) - 2 février 2005 - Commission européenne. ### Anglais: 195/
590,Its role will be extended to include the broader approach activities with Japan for the rapid realisation of fusion energy.,"Les «pays associés» ont désormais la possibilité de participer à tous les appels de propositions du septième programme-cadre, y compris ceux lancés depuis le début de l’année.",2006-2007. 2007-2008. 2008-2009. 2009-2010. 2010-2011. 2011-20
591,"Over the longer term, the joint undertaking will progressively implement a programme of activities aimed at the construction of a demonstration fusion reactor and related facilities, including the International Fusion Materials Irradiation Facility.",L’accord offre aux chercheurs de ces pays les mêmes droits de participation qu’à ceux des États membres de l’Union pour l’ensemble des actions de recherche relevant de ce programme.,1.3.1.3.1.1.1.1.3.3.1.1.1.2.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.
592,"In connection with the fate of pollutants in terrestrial and aquatic ecosystems initiative (FATE), it prepared a new atlas to study the effect of nutrients, in particular agro-chemical nutrients, on the environment.","Le 27 mars, le Conseil a arrêté une décision instituant l’entreprise commune européenne pour l’ITER et le développement de l’énergie de fusion (209). L’entreprise commune gérera la",2.2.1.1.1.2.3.1.1.2.1.1.2.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.
593,"These systems will provide innovative services ranging from high-speed Internet access to mobile television, public protection and disaster relief. On 13 November the Commission adopted a set of legislative proposals (221) aimed at reforming the Community rules in the telecommunications sector.",La réforme prévoit la création d’une Autorité européenne du marché des communications électroniques afin d’aider la Commission et les autorités réglementaires nationales à veiller à ce que les règles du marché et de protection des consommateurs soient appliquées de manière uniforme et plus cohérente dans les vingt-sept États membres.,218/06 - 2006/10/13 : 2006-10-13 218/06 - 2006/10/13 : 2006-10-13 218/06 - 2006/10/13 : 2006-10-13 218/06 - 2006/10/13 : 2006-10-13 218/06 - 2006/1
594,"In view of the progress on competition and consumer choice made in recent years in most Member States, the Commission has concluded that in principle 10 of the 18 markets initially identified can be taken off the list.","Elle propose de définir les mesures pratiques à prendre d’ici à 2010 pour préparer le terrain en vue d’assouplir la gestion du spectre. Par ailleurs, elle invite à adopter au niveau communautaire un ensemble de conditions proportionnées en matière de droits et d’autorisations qui devraient s’appliquer aux bandes de fréquences sélectionnées.",10 des 18 marchés qui étaient initialement listés ont été retirés de la liste. Les autres marchés doivent être examinés par les États membres pour déterminer si les conditions de concurrence et de choix des consommateurs ont été atteintes. ## Top of Page ### English: The Commission has concluded that the markets for the remaining eight products can be taken off the list. The other markets must be examined by the Member States to determine whether competition and consumer
595,Radio spectrum policy On 8 February the Commission adopted a communication ‘Rapid access to spectrum for wireless electronic communications services through more flexibility’ (223). It proposes defining the practical measures to be taken by 2010 to pave the way towards more flexible spectrum management.,"En février, la Commission a également adopté deux décisions sur l’utilisation harmonisée du spectre radioélectrique dans les bandes de fréquences de 2 GHz pour la mise en œuvre de systèmes fournissant des services mobiles par satellite (224), et dans les équipements fonctionnant grâce à la technologie à bande ultralarge (225).",1.2.3.1 Radiocommunication 1.2.3.2 Télécommunication 1.2.3.3 Postes et télécommunications 1.2.3.4 Internet 1.2.3.5 Renseignement et protection 1.2.3.6 Divers 1.2.3.1 Radiocommunication 1.2.3.2 Télécommunication 1.2.3.3 Postes et télécommunications 1.2.3.4 Internet 1.2.3.5 Renseignement et protection 1.2.3.6 Divers 
596,On 21 February the Commission adopted a communication (242) on a framework of indicators for monitoring progress towards the Lisbon objectives in education and training in conjunction with the more detailed objectives of the education and training 2010 programme (243).,"l’apprentissage tout au long de la vie constituait une condition sine qua non pour atteindre les objectifs de Lisbonne. Pour sa part, la Commission a accordé une attention particulière à la modernisation des systèmes d’éducation et de formation, spécialement dans les universités européennes.",2003-2006: 2003 : 2004 : 2005 : 2006 : 2007 : 2008 : 2009 : 2010 : 2011 : 2012 : 2013 : 2014 : 2015 : 2016 : 2017 : 2018 : 2019 : 2020 : 2021 : 2022 : 202
597,"This communication engendered favourable opinions from the Committee of the Regions (250) and the European Economic and Social Committee (251). On 25 June the Council, for its part, adopted a general approach on the Institute.",Programme «Éducation et formation tout au long de la vie» L’année 2007 a été la première année de mise en œuvre du programme d’action dans le domaine de l’éducation et de la formation tout au long de la vie 2007-2013 (247).,"15. Les deux autres rapports, celui de la Commission et celui de la Commission des Communautés européennes, ont été adoptés par les Parlements nationaux. 16. La Commission a déclaré que le rapport de la Commission des Communautés européennes ne devait pas être pris en compte. 17. Les deux rapports ont été transmis à la Commission le 18 juillet. 18. La Commission a transmis les rapports au Conseil et à la Commission des Communautés européennes le 22 juillet. 19. Les"
598,"This survey will provide knowledge about the multilingual capacities of young people, on where good practice and performance can be found, and on progress towards the objective of improving foreign-language learning. On 25 September the Commission adopted a report on the implementation of the ‘Promoting language learning and language diversity’ action plan (253).","Institut européen d’innovation et de technologie (IET) En 2007, la Commission a poursuivi les négociations avec le Parlement et le Conseil sur sa proposition de règlement établissant l’Institut européen de technologie (249), qui vise à renforcer la capacité d’innovation de la Communauté et des États membres en intégrant les meilleurs acteurs qui opèrent dans le «triangle de la connaissance» (équipes de recherche, entreprises, pouvoirs publics).",10.4.1.1.2.1.2.2.2.1.1.2.1.3.1.1.1.1.1.2.1.2.2.1.1.1.1.2.2.1.1.1.2.2.1.2.1.2.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1
599,"The report concluded that the Member States have made efforts towards a considerable number of goals set out in the action plan and that emphasis must now be put on adult language learning, widening the range of stakeholders to include the business sector, continuous vocational training, and informal language learning through the media and cultural activities.","Par ailleurs, cette communication a donné lieu à des avis favorables du Comité des régions (250) et du Comité économique et social européen (251). De son côté, le Conseil a adopté, le 25 juin, une orientation générale sur l’IET.","2003, le rapport a conclu que les États membres ont fait des efforts considérables vers un nombre important des objectifs fixés dans le plan d'action et que l'accent doit maintenant être mis sur l'apprentissage des langues, l'élargissement de la liste des acteurs, la formation professionnelle continue, et le développement des formes informelles d'apprentissage des langues, notamment par le biais des médias et des activités culturelles. ### English: The report concluded that the Member States have made efforts towards a considerable number of goals set out in the action plan and that emphasis must now be put on adult language learning, widening"
600,"Their objective is to encourage transatlantic academic cooperation through innovative student exchanges leading to double degrees, the drafting of joint programmes and policy studies.",Leur objectif est d’encourager: la coopération universitaire transatlantique par des échanges novateurs d’étudiants débouchant sur de doubles diplômes; l’élaboration de programmes communs; des études de politique. <T3>2.2.7. Transports,1.1.2.4.1.2.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.
601,On 18 October the Commission adopted a communication on monitoring development of the rail market (264). The communication provides a first statistical analysis of development of the rail market and lays the foundation for regular reporting.,"Dans ce cadre, l’Observatoire européen de la sécurité routière a effectué un important travail sur les indicateurs de performance en matière de sécurité routière, qui ont permis d’élaborer un tableau de bord de la sécurité routière européenne.","18 octobre, la Commission a adopté une communication sur la surveillance du marché ferroviaire (264). La communication fournit une première analyse statistique du marché ferroviaire et enregistre les fondements d'une surveillance régulière. ### English: On 18 October the Commission adopted a communication on monitoring development of the rail market (264). The communication provides a first statistical analysis of development of the rail market and lays the"
602,"In particular it presents the regulatory and institutional framework established for the purpose of liberalising this market, the degree of that liberalisation, the development of the rail market from the point of view of goods and passenger transport performance, and the financial performance of the sector, including information on the capacity of rail infrastructure and on development of the supply industry.","Le 23 mai, la Commission a adopté un «paquet» législatif comportant trois propositions visant à réglementer l’accès à la profession et au marché du transport routier de marchandises et de passagers afin d’assurer davantage de sécurité et de meilleures conditions sur le marché. Le «paquet» comprend une proposition de règlement établissant des règles communes sur les conditions à respecter pour exercer la profession de transporteur par route (266).",1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.
603,"The logistics package for freight adopted by the Commission on 18 October includes a communication ‘Towards a rail network giving priority to freight’ (265), which aims to make rail freight transport more competitive, in particular by reducing transit times and improving the reliability of rail and its responsiveness to customers’ demands.","Une deuxième proposition de règlement concerne les règles communes pour l’accès au marché des services de transport par autocars et autobus (267). Enfin, la Commission a proposé un règlement établissant des règles communes pour l’accès au marché du transport international de marchandises par route (268).",30.1.2.1.2.1.1.1.1.3.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1
604,On 25 September the Commission adopted a Green Paper ‘Towards a new culture for urban mobility’ (269).,Cette proposition vise à réduire la consommation de carburant des véhicules routiers ainsi que leurs émissions de CO2 et de polluants.,"2005, la Commission a adopté un Green Paper « Vers une nouvelle culture de la mobilité urbaine » (269). ### English: On 25 September the Commission adopted a Green Paper ‘Towards a new culture for urban mobility’ (269). ## French: Le 25 septembre, la"
605,"It then looks at ways of contributing to the creation of a new culture for urban mobility, and tackles the question of financial resources and how to use them for the development of sustainable urban mobility.","Transport maritime Le 7 juin, le Conseil a adopté une décision (271) autorisant les États membres à ratifier, dans l’intérêt de la Communauté européenne, la convention du travail maritime consolidée de l’Organisation internationale du travail (OIT) datant de 2006.",1.1.2.2.4.2.1.3.1.2.2.1.3.2.1.1.2.1.2.1.1.2.1.2.1.1.2.1.1.2.1.1.2.1.1.2.1.1.2.1.1.2.1.1.2.1.1.2.1.1.2.1.
606,"Maritime transport On 7 June the Council adopted a decision (271) authorising Member States to ratify, in the interests of the European Community, the Maritime Labour Convention 2006 of the International Labour Organisation. The package of maritime policy measures was adopted by the Commission on 10 October.","Le paquet «logistique pour le fret», adopté par la Commission, le 18 octobre, inclut également une communication sur la politique portuaire européenne (275), un document de consultation sur le nouveau concept d’espace européen du transport maritime sans barrières ainsi qu’un rapport d’état des lieux et une consultation sur les autoroutes de la mer.",2.2.4.2.3.1.1.2.2.2.1.1.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.
607,The Commission presented the conclusions (272) of the consultation on a maritime policy for the Union launched with the adoption of the Green Paper ‘Towards a future maritime policy for the Union: a European vision for the oceans and seas’ (273). The consultation culminated in the proposal for an integrated maritime policy for the European Union (274).,"Concernant la dimension sociale, la Commission a adopté, dans le cadre du paquet du 10 octobre, une communication sur le réexamen de la réglementation sociale dans la perspective d’emplois plus nombreux et de meilleure qualité dans les professions maritimes dans l’Union (276) et, le 16 octobre, une proposition de directive sur le niveau minimal de formation des gens de mer (refonte) (277).",3.2.1.1.1.2.1.1.1.1.1.1.2.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.
608,"The package of freight logistics measures adopted by the Commission on 18 October also included a communication on a European ports policy (275), a consultation document on the new concept of a European maritime transport space without barriers, and a progress report and a consultation on the motorways of the sea.","Selon ce premier rapport, des progrès ont été réalisés dans un grand nombre de domaines, avec notamment le lancement d’initiatives pour améliorer les conditions du marché, moderniser la flotte, rendre la profession plus attrayante et améliorer les infrastructures de voies navigables. Il indique, en outre, les étapes suivantes de la mise en œuvre du programme.",1.1.1.1.1.2.1.2.2.2.3.1.1.2.3.1.2.1.3.1.1.1.1.1.1.1.2.1.1.2.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.
609,"In the area of international developments, on 7 June the Council adopted, on the basis of the Commission recommendation of 12 May 2003, a decision authorising the Commission to negotiate with the Danube Commission terms and conditions for the European Community’s accession to the Belgrade Convention.","aérodromes; promouvoir la «comodalité», l’intégration et la collaboration entre modes de transport; améliorer les capacités environnementales des aéroports et le cadre de planification des nouvelles infrastructures aéroportuaires; élaborer et mettre en œuvre des solutions technologiques rentables. Cette communication est accompagnée d’une proposition de directive sur les redevances aéroportuaires (280).","7 juin, le Conseil adopte, sur la base du rapport du 12 mai 2003 de la Commission, une décision autorisant celle-ci à négocier avec la Commission des Inondations du Danube les termes et conditions du prochain accès de la Communauté européenne au Traité de Belgrade. ### Anglais: On 7 June, the Council adopted, on the basis of the Commission recommendation of 12 May 2003, a decision authorising the Commission to negotiate with the Danube Commission terms and conditions for the European Community’s accession to the Belgrade Convention. ### Anglais: 7 juin, le Conseil ad"
610,The communication was accompanied by a proposal for a directive on airport charges (280). The proposal aims to induce airport operators to follow principles of non-discrimination and transparency and to consult airport users when setting airport charges.,"Le 15 mars, la Commission a adopté une communication intitulée «État d’avancement du projet de réalisation du système européen de nouvelle génération pour la gestion du trafic aérien (SESAR)» (282), dans laquelle elle fait rapport sur l’état d’avancement de SESAR et, notamment, sur la participation du secteur industriel à la phase de développement du projet.",2.1.1.1.2.1.1.2.1.2.2.2.1.1.1.1.1.2.2.1.1.2.2.1.1.1.1.1.1.1.2.1.1.2.1.1.1.2.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.
611,"The seat of the joint undertaking will be located in Brussels. Its main task is to manage the SESAR project’s research, development and validation activities by combining public-sector financing with the private funding provided by its members and using external technical resources and in particular Eurocontrol’s experience and expertise.","Bien que presque tous les États membres aient lancé des initiatives visant à créer de tels outils dans le but de transformer une mosaïque de systèmes fragmentés en blocs régionaux, la Commission estime qu’il faudra redoubler d’efforts pour atteindre les objectifs de défragmentation définis dans le règlement (CE) n° 551/2004 (284).",2007 - 2008 : 2009 - 2010 : 2011 - 2012 : 2013 - 2014 : 2015 - 2016 : 2017 - 2018 : 2019 - 2020 : 2021 - 2022 : 2023 - 2024 : 2025 - 2026 : 2027 - 2028 : 2029 - 2030 : 2031 - 20
612,"Even though almost all Member States have launched initiatives to create such tools in order to transform a mosaic of fragmented systems into regional blocks, the Commission sees a need for a redoubling of effort to reach the defragmentation objectives laid down in Regulation (EC) No 551/2004 (284).","Le 15 novembre, la Commission a adopté une communication (287) sur l’application du règlement (288) fixant des règles communes en ce qui concerne l’attribution des créneaux horaires dans les aéroports de la Communauté.",284.1 284.2 284.3 284.4 284.5 284.6 284.7 284.8 284.9 284.10 284.11 284.12 284.13 284.14 284.15 284.16 284.17 284.18 284.19 284.20 284.21 284.22 284.23 284.24 284
613,"The final report of the sectoral inquiry on competition (315) demonstrated that numerous restrictions on free competition, and in particular obstacles to infrastructure access, lack of investment in interconnections and excessive market concentration, have not yet allowed a truly competitive gas and electricity market to be created.","La nouvelle communication esquisse les éléments possibles d’une future charte des droits des consommateurs d’énergie. Marché intérieur de l’énergie Dans son «paquet» du 10 janvier, la Commission avait inclus une communication intitulée «Perspectives du marché intérieur du gaz et de l’électricité» (314).",1.3.1.1.3.1.2.1.2.1.2.1.2.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.
614,"• amending Directives 2003/54/EC and 2003/55/EC concerning common rules for the internal market in, respectively, electricity (317) and natural gas (318); • adopting a regulation establishing an Agency for the Cooperation of Energy Regulators (319); and","Dans une résolution du 10 juillet sur les perspectives du marché intérieur du gaz et de l’électricité, le Parlement européen s’est prononcé en faveur de la séparation patrimoniale des réseaux d’énergie des autres activités des opérateurs énergétiques, en tant que moyen de promouvoir l’investissement dans les infrastructures, un accès équitable au réseau pour les nouveaux arrivants et la transparence du marché.","2003/55/CE, adoptée le 15 juillet 2003, modifiée par 2005/55/CE, adoptée le 21 novembre 2005 et entré en vigueur le 23 février 2006.s 2003/56/CE, adoptée le 26 février 2003 et entré en vigueur le 25 juillet 2003.s 2003/57/CE, adoptée le 26 février 2003 et entré en vigueur le 25 juillet 2003.s 2003/58/CE, adoptée le 26"
615,"While recognising the importance of fossil fuels and particularly the contribution of coal to the security of energy supply, the Commission stressed that their future use must be made compatible with sustainability objectives and climate-change policy.",• la poursuite de l’harmonisation des compétences des régulateurs nationaux de l’énergie et le renforcement de leur indépendance; • l’établissement d’un mécanisme indépendant pour la coopération entre les régulateurs nationaux;,2.3.1.1.2.1.2.1.3.1.1.1.1.2.2.1.2.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.
616,"This report is a follow-up to the Green Paper on a European strategy for sustainable, competitive and secure energy (326); • the second (327) concerns progress made in the use of biofuels and other renewable fuels in the Member States.","Tout en reconnaissant l’importance des combustibles fossiles et du rôle essentiel du charbon dans la sécurité d’approvisionnement en énergie, elle insiste sur la nécessité de rendre leur utilisation compatible avec les objectifs du développement durable et la politique en matière de changement climatique.",1.1.2.1.1.1.2.1.2.1.1.1.1.2.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.
617,"SET-plan is part of the energy policy worked out by the March European Council, and basically seeks to speed up the development and implementation of future low-",• le premier (324) vise à estimer les progrès réalisés par les États membres dans la réalisation de leurs objectifs nationaux (325) dans le domaine de l’électricité d’origine renouvelable.,3. nobody can be sure that the new energy policy will be the right one. ### English: 3. nobody can be sure that the new energy policy will be the right one. ### French: 3. personne ne peut être sûre que la nouvelle politique énergétique sera la bonne. 1. The EU is in the process of establishing a common energy market
618,"Three years after the 2004 enlargement, a majority of nine out of the 15 pre-enlargement Member States have now opened their labour markets to nationals from the eight Member States subject to the transitional provisions on the free movement of workers under the 2003 Treaty of Accession:","Le 26 septembre, le Parlement européen a adopté une résolution intitulée «Vers une politique étrangère européenne commune dans le domaine de l’énergie». Il demande la mise en place, au niveau européen, d’une politique étrangère commune dans le domaine de l’énergie qui contribuerait de manière significative à garantir la sécurité énergétique de l’ensemble de l’Union, tout en poursuivant l’objectif d’une politique durable au niveau international.","3 ans après l'élargissement de l'Union, 9 des 15 États membres qui ont déjà existé avant 2004 ont désormais ouvert leur marché du travail aux citoyens des 8 États membres soumis aux dispositions transitoires sur le libre exercice des droits de travail de la Convention de 2003 sur l'adhésion : ### Anglais: Three years after the 2004 enlargement, nine out of the 15 pre-enlargement Member States have now opened their labour markets to nationals from the eight Member States subject to the transitional provisions on the free movement of workers under the 2003 Treaty of Acc"
619,On 10 May Parliament adopted a resolution on housing and regional policy in which it stressed the need to take into account the specific problem of housing in all European Union policies in order to favour a balanced policy on spatial planning that countered segregation and the depopulation of rural areas.,"Le 25 avril (336), le Comité économique et social européen a émis un avis exploratoire intitulé «Les régions métropolitaines européennes: implications socio-économiques pour l’avenir de l’Europe». Le même jour, il a émis un deuxième avis intitulé «L’agenda territorial».","10 mai 2007 : Adoption d'une résolution sur la politique de logement et de politique régionale, qui insiste sur le besoin de prendre en compte les problèmes spécifiques de logement dans toutes les politiques de l'Union européenne afin de favoriser une politique de planification urbaine équilibrée qui contre les ségrégations et la dépopulation des zones rurales. ### English: On 10 May Parliament adopted a resolution on housing and regional policy in which it stressed the need to take into account the specific problem of housing in all European Union policies in order to favour"
